NACA 2412
1.00000000	0.00000000
0.99983936	0.00005118
0.99910623	0.00020490
0.99788509	0.00046058
0.99617708	0.00081746
0.99398378	0.00127448
0.99130721	0.00183029
0.98814985	0.00248323
0.98451462	0.00323139
0.98040491	0.00407259
0.97582453	0.00500438
0.97077773	0.00602408
0.96526923	0.00712879
0.95930416	0.00831538
0.95288810	0.00958052
0.94602706	0.01092071
0.93872748	0.01233229
0.93099622	0.01381141
0.92284056	0.01535412
0.91426821	0.01695634
0.90528726	0.01861389
0.89590624	0.02032246
0.88613406	0.02207772
0.87598000	0.02387523
0.86545377	0.02571051
0.85456541	0.02757905
0.84332535	0.02947628
0.83174439	0.03139763
0.81983364	0.03333849
0.80760459	0.03529427
0.79506903	0.03726034
0.78223908	0.03923211
0.76912718	0.04120497
0.75574605	0.04317431
0.74210869	0.04513556
0.72822839	0.04708414
0.71411868	0.04901549
0.69979337	0.05092508
0.68526647	0.05280838
0.67055224	0.05466090
0.65566513	0.05647816
0.64061979	0.05825572
0.62543106	0.05998915
0.61011395	0.06167407
0.59468360	0.06330614
0.57915532	0.06488106
0.56354453	0.06639459
0.54786676	0.06784252
0.53213763	0.06922076
0.51637285	0.07052526
0.50058819	0.07175208
0.48479947	0.07289739
0.46902253	0.07395746
0.45327325	0.07492870
0.43756749	0.07580769
0.42192108	0.07659114
0.40634986	0.07727597
0.39079604	0.07785355
0.37529693	0.07829665
0.35991944	0.07860071
0.34467975	0.07876445
0.32959392	0.07878697
0.31467791	0.07866778
0.29994748	0.07840678
0.28541825	0.07800433
0.27110560	0.07746118
0.25702472	0.07677852
0.24319052	0.07595797
0.22961766	0.07500158
0.21632050	0.07391181
0.20331307	0.07269154
0.19060907	0.07134406
0.17822186	0.06987304
0.16616438	0.06828251
0.15444921	0.06657687
0.14308849	0.06476085
0.13209395	0.06283946
0.12147686	0.06081802
0.11124803	0.05870205
0.10141781	0.05649732
0.09199604	0.05420974
0.08299210	0.05184537
0.07441485	0.04941038
0.06627263	0.04691096
0.05857330	0.04435333
0.05132417	0.04174370
0.04453206	0.03908817
0.03820323	0.03639274
0.03234345	0.03366328
0.02695796	0.03090541
0.02205147	0.02812454
0.01762816	0.02532582
0.01369173	0.02251404
0.01024532	0.01969368
0.00729159	0.01686883
0.00483267	0.01404316
0.00287020	0.01121992
0.00140532	0.00840191
0.00043865	0.00559144
-0.00002968	0.00279029
0.00000000	0.00000000
0.00052312	-0.00274034
0.00153463	-0.00539298
0.00303272	-0.00795729
0.00501509	-0.01043258
0.00747899	-0.01281814
0.01042116	-0.01511322
0.01383792	-0.01731709
0.01772511	-0.01942897
0.02207815	-0.02144813
0.02689202	-0.02337383
0.03216127	-0.02520539
0.03788006	-0.02694217
0.04404214	-0.02858363
0.05064089	-0.03012931
0.05766930	-0.03157884
0.06512002	-0.03293202
0.07298534	-0.03418877
0.08125723	-0.03534918
0.08992732	-0.03641353
0.09898696	-0.03738231
0.10842718	-0.03825619
0.11823872	-0.03903610
0.12841207	-0.03972318
0.13893742	-0.04031885
0.14980473	-0.04082473
0.16100369	-0.04124275
0.17252376	-0.04157505
0.18435415	-0.04182406
0.19648387	-0.04199244
0.20890168	-0.04208311
0.22159612	-0.04209920
0.23455554	-0.04204410
0.24776806	-0.04192138
0.26122161	-0.04173481
0.27490390	-0.04148835
0.28880246	-0.04118609
0.30290463	-0.04083227
0.31719754	-0.04043123
0.33166816	-0.03998738
0.34630326	-0.03950521
0.36108946	-0.03898922
0.37601319	-0.03844392
0.39106072	-0.03787379
0.40626883	-0.03728050
0.42164445	-0.03664421
0.43709928	-0.03596314
0.45261844	-0.03524100
0.46818695	-0.03448146
0.48378977	-0.03368817
0.49941181	-0.03286467
0.51503791	-0.03201447
0.53065289	-0.03114093
0.54624156	-0.03024734
0.56178870	-0.02933684
0.57727914	-0.02841247
0.59269771	-0.02747709
0.60802929	-0.02653346
0.62325883	-0.02558417
0.63837132	-0.02463167
0.65335187	-0.02367824
0.66818568	-0.02272606
0.68285808	-0.02177712
0.69735452	-0.02083330
0.71166061	-0.01989635
0.72576211	-0.01896789
0.73964499	-0.01804943
0.75329537	-0.01714238
0.76669961	-0.01624805
0.77984429	-0.01536765
0.79271622	-0.01450235
0.80530247	-0.01365321
0.81759035	-0.01282128
0.82956748	-0.01200753
0.84122175	-0.01121291
0.85254137	-0.01043834
0.86351486	-0.00968469
0.87413107	-0.00895286
0.88437919	-0.00824370
0.89424877	-0.00755807
0.90372973	-0.00689682
0.91281237	-0.00626080
0.92148736	-0.00565085
0.92974581	-0.00506780
0.93757920	-0.00451251
0.94497946	-0.00398579
0.95193895	-0.00348846
0.95845046	-0.00302132
0.96450725	-0.00258516
0.97010304	-0.00218074
0.97523199	-0.00180877
0.97988877	-0.00146994
0.98406854	-0.00116491
0.98776691	-0.00089427
0.99098004	-0.00065856
0.99370456	-0.00045827
0.99593762	-0.00029380
0.99767687	-0.00016552
0.99892050	-0.00007369
0.99966720	-0.00001851
1.00000000	0.00000000

